PhraseId,SentenceId,Phrase,Sentiment
134645,7266,like a poor man 's You Can Count On Me,2
124518,6691,"Will undoubtedly play well in European markets , where Mr. Besson is a brand name , and in Asia , where Ms. Shu is an institution , but American audiences will probably find it familiar and insufficiently cathartic",1
130649,7039,furiously funny pace,3
154771,8466,Consider it ` perfection .,4
9579,398,tear-drenched quicksand,1
72863,3721,appreciates the art and,3
117373,6262,"finally , is minimally satisfying",3
24431,1111,"At least it 's a fairly impressive debut from the director , Charles Stone III .",4
47338,2308,unfolds with grace and humor and gradually,3
154308,8433,"A markedly inactive film , City is conversational bordering on confessional .",0
87050,4513,", there 's much to recommend the film .",4
121214,6490,"the young actors , not",2
60338,3047,a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama,1
150569,8206,may ask,2
34969,1645,a dreary tract of virtually plotless meanderings,0
9402,391,proving,2
49501,2423,"Terrific performances , great to look at , and funny .",4
8488,352,that a relationship like Holly and Marina 's could survive the hothouse emotions of teendom,2
65218,3300,as a pale successor,1
4852,186,Gray,2
59725,3011,an oddly fascinating depiction,3
94286,4920,its inhabitants,2
94065,4908,"as it is a loose collection of not-so-funny gags , scattered moments of lazy humor",1
114543,6093,"growing , moldering pile",1
90920,4730,are jarring and deeply out of place in what could have -LRB- and probably should have -RRB-,0
50561,2487,"has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .",4
23142,1048,opening today,2
105573,5574,a cool event for the whole family,3
110175,5834,likely to induce sleep than fright,0
54816,2730,clever in spots,3
49844,2445,"ai n't art , by a long shot",1
93132,4852,what the hell was coming next,1
53403,2649,"come from Philippe , who makes Oliver far more interesting than the character 's lines would suggest , and Sarandon , who could n't be better as a cruel but weirdly likable WASP matron .",3
142203,7715,bitter old crank,1
145418,7901,"has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the Coen brothers and Steven Soderbergh",4
50843,2501,horse feathers,1
100965,5303,does n't add up .,1
111808,5934,pump life,2
129637,6972,a vat of ice cream,2
26052,1192,The heat of the moment prevails .,3
116811,6232,It 's a compelling and horrifying story,3
72306,3695,"can be crossed off the list of ideas for the inevitable future sequels -LRB- hey , do n't shoot the messenger -RRB-",0
11399,489,able to visualize schizophrenia,2
30548,1419,it falls into the trap of pretention almost every time,3
58701,2960,", Wendigo , Larry Fessenden 's spooky new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films .",3
68072,3454,"Blind Date , only less",1
92747,4831,"offers us the sense that on some elemental level , Lilia deeply wants to break free of her old life",3
69227,3518,waged among victims and predators settle into an undistinguished rhythm of artificial suspense,1
20910,932,from history,2
80455,4144,it to get made,2
106613,5630,mores,2
75862,3891,people onscreen,2
68712,3491,a film -- rowdy,2
79613,4099,"a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",0
19642,863,gut-busting,3
27229,1253,"get a nomination for a best-foreign-film Oscar : Make a movie about whimsical folk who learn a nonchallenging , life-affirming lesson while walking around a foreign city with stunning architecture",4
92684,4828,the liberal use,2
110002,5826,of a movie that might have been titled ` The Loud and the Ludicrous ',0
5866,234,be me : fighting off the urge to doze,0
132305,7133,will find that The Road to Perdition leads to a satisfying destination .,4
48877,2387,deteriorates into a terribly obvious melodrama and rough-hewn vanity project for lead actress Andie MacDowell .,0
91555,4764,is too cute by half,2
5244,208,Well-done supernatural thriller,4
40108,1921,career-defining revelation,4
52481,2597,Italian Pinocchio,3
115342,6144,is often as fun to watch as a good spaghetti western,4
52354,2589,The animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst .,4
81979,4229,she can act,3
23302,1056,wonderful performances that tug at your heart in ways that utterly transcend gender,4
8320,345,raises the film above anything Sandler 's been attached to before .,4
86192,4462,"this film , which is often preachy and poorly acted",1
117018,6243,"no solace here , no entertainment value ,",0
39090,1866,"The appeal of the vulgar , sexist , racist humour went over my head or -- considering just how low brow it is",0
33528,1573,"demonstrates that the director of such Hollywood blockbusters as Patriot Games can still turn out a small , personal film with an emotional wallop .",4
39696,1895,Sterile And,1
146047,7942,stepped into the mainstream of filmmaking with an assurance worthy of international acclaim,4
55545,2773,see it again,4
150973,8229,trying to do,2
139750,7583,than the inside column of a torn book jacket,2
6767,271,A mesmerizing cinematic poem from the first frame to the last,4
138525,7502,left of his passe ' chopsocky glory,1
148722,8091,"is contrived , unmotivated , and psychologically unpersuasive , with an inconclusive ending",0
106776,5640,"tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet .",4
66466,3374,McTiernan 's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious,0
42304,2038,thought-provoking New York fest,3
106213,5608,feel someday,2
149915,8164,"empty , ugly exercise",0
80357,4140,"a cheap , ludicrous attempt at serious horror .",0
140889,7642,"A 94-minute travesty of unparalleled proportions , writer-director Parker",1
11844,509,protagonists,3
132541,7146,disloyal satyr,2
85843,4443,Your appreciation of it,3
103451,5456,an inspirational love story,4
25292,1156,most of the scary parts in ` Signs ',2
101191,5318,its predictable plot and paper-thin supporting characters,0
128417,6909,"The film is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own .",0
150497,8201,Thumbs up to Paxton,4
101167,5316,make Trouble,1
95815,5006,might be a release,2
147353,8017,absurdly simplistic picture,0
78813,4056,is a movie that refreshes the mind and spirit along with the body,4
75395,3866,worst -- and only --,0
64338,3256,woodland,2
68558,3480,", Miller digs into their very minds to find an unblinking , flawed humanity .",3
41690,2006,whether it wants to be a gangster flick or an art film,2
84350,4359,doldrums,1
141084,7653,This enthralling documentary,4
125543,6745,underachiever,1
110311,5842,songbird Britney Spears has popped up with more mindless drivel .,0
20595,919,"funny , charming and quirky",4
110318,5842,popped,2
10236,430,rip-off,0
131182,7071,of the worst movies of one year,0
90489,4710,", a hardy group of determined New Zealanders has proved its creative mettle .",4
101091,5311,deliciously exploitative,3
72206,3689,the potential for a better movie than what Bailly manages to deliver,1
38505,1835,Intriguing and stylish .,4
40859,1957,his directorial touch is neither light nor magical enough to bring off this kind of whimsy .,2
145829,7927,Really quite funny,4
132939,7170,"the story is far-flung , illogical , and plain stupid .",0
109393,5793,that makes it worth checking out at theaters,4
56709,2850,the breezy and amateurish feel,1
111503,5915,a smear of lip-gloss,2
78769,4054,leave feeling like you 've endured a long workout without your pulse ever racing,3
121987,6539,potentially interesting subject,3
116540,6214,it 's hard to like a film so cold and dead,0
62766,3175,"Beautifully shot , delicately scored and powered by a set of heartfelt performances",4
80398,4142,so awful,1
137036,7413,"More intimate than spectacular , E.T. is carried less by wow factors than by its funny , moving yarn that holds up well after two decades .",4
89737,4670,"A first-class , thoroughly involving B movie that effectively combines two surefire , beloved genres --",4
83582,4320,The following things are not at all entertaining,0
58939,2972,great visual stylists,4
68854,3497,leaving the theater with a smile on your face,4
65216,3300,comes off as a pale successor .,0
60316,3046,"Co-writer\/director Jonathan Parker 's attempts to fashion a Brazil-like , hyper-real satire fall dreadfully short .",0
21275,951,this latest skewering,2
77755,3998,"really long , slow and dreary time",0
87894,4565,"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",4
15125,650,that greasy little vidgame pit,2
118043,6306,"Passions ,",2
19947,884,", resistance and artistic transcendence",3
37171,1762,is little else to recommend `` Never Again . '',1
128109,6892,"was so endlessly , grotesquely",0
132548,7147,star performance,4
33468,1569,with a lower I.Q. than when I had entered,0
49843,2445,"It ai n't art , by a long shot",1
118709,6345,"Scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar .",4
136922,7405,"their dogmatism , manipulativeness and narrow , fearful view of American life",0
53219,2641,to history,2
50921,2506,serves mostly to whet one 's appetite for the Bollywood films .,3
10105,424,watching sad but endearing characters do extremely unconventional things,2
67029,3403,"Once one experiences Mr. Haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .",0
98858,5185,fake backdrops,1
142829,7751,at its laziest,1
122215,6552,one lewd scene,2
51845,2557,spent watching this waste of time,0
3366,126,delectable,4
2327,89,very different from our own and yet instantly recognizable,3
80530,4148,deeply watchable,4
139357,7555,an engaging and moving portrait,4
148517,8081,video experiment,2
43514,2104,It 's a visual Rorschach test and I must have failed,1
31772,1489,"'s all about Anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect",4
31578,1479,Stevens,2
10031,421,possibly the best actor,4
124841,6708,has created a beautiful canvas,4
117129,6249,will find in these characters ' foibles a timeless and unique perspective .,4
17578,761,had free rein to be as pretentious as he wanted,1
120973,6476,sunset,2
111560,5920,"Wanders all over the map thematically and stylistically , and borrows heavily from Lynch , Jeunet , and von Trier while failing to find a spark of its own .",1
130867,7053,Skip the film and buy the Philip Glass soundtrack CD .,0
82860,4278,an unabashed sense,2
64881,3285,"exhaustion , from watching a movie that is dark -LRB- dark green , to be exact -RRB- ,",1
92809,4834,stylishly,3
128785,6926,skin-deep,3
42171,2029,this year about the business of making movies,2
7199,293,are at hostile odds with one another through recklessness and retaliation,2
1321,49,engaging,4
134155,7241,"So mind-numbingly awful that you hope Britney wo n't do it one more time , as far as movies are concerned .",1
136308,7369,"'s sweet , funny , charming , and completely delightful",4
102636,5406,"This is a visually stunning rumination on love , memory , history and the war between art and commerce .",3
94873,4950,too evident,1
23019,1042,a hard-to-swallow premise,1
47328,2307,art and heart,2
70240,3576,how thoroughly unrewarding all of this,0
99339,5209,engaging and intimate first feature,4
87129,4519,"a warm , moving message",3
82714,4272,"It 's sincere to a fault , but , unfortunately , not very compelling or much fun .",2
137338,7431,the same easy targets,1
138988,7532,good clean fun,4
49516,2424,organized crime story,2
145351,7898,mark Ms. Bullock 's best work in some time,4
119230,6373,"with a solid pedigree both in front of and , more specifically , behind the camera",4
83255,4299,blatant derivativeness,1
25231,1152,Hollywood magic,4
87109,4518,near-fatal mistake,0
152746,8335,"A disaster of a drama , saved only by its winged assailants .",1
148606,8085,a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals,1
73884,3778,distinguished actor,4
97378,5093,shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the Inuit people .,4
32481,1522,", Nolan 's penetrating undercurrent of cerebral and cinemantic flair lends -LRB- it -RRB- stimulating depth .",3
53975,2680,as moronic as some campus,0
143027,7763,inconsistent and ultimately unsatisfying,0
92985,4844,"the most moronic screenplays of the year ,",0
100359,5266,could n't recommend this film more,4
73252,3742,Another love story,2
88969,4623,generates by orchestrating a finale that is impenetrable and dull,0
42200,2032,Nachtwey clears the cynicism right out of you .,2
138183,7477,suspenseful Argentinian thriller,3
101613,5347,lots of sloppiness,0
35438,1668,Lush and beautifully,3
54720,2723,paid enough to sit through crap like this,0
65299,3305,be called animation,3
47136,2298,"The leaping story line , shaped by director Peter Kosminsky into sharp slivers and cutting impressions",4
59983,3027,the best film so far this year is a franchise sequel starring Wesley Snipes,4
21465,961,succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,0
128530,6913,the most entertaining Bonds,3
58162,2932,"Combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart",3
154829,8469,is one of the best actors there is,4
97175,5080,"'s also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve",4
46201,2248,he has to,2
70421,3589,50s working,2
109443,5796,would have benefited from a little more dramatic tension and some more editing,1
103027,5430,hilarious and,4
35369,1662,put on a show,3
7710,312,irritating,0
22961,1038,her one,2
80208,4133,establishes itself as a durable part of the movie landscape,3
62134,3141,conclusions,2
92326,4805,wise folks that they are,3
96482,5041,traps audiences in a series of relentlessly nasty situations,0
39845,1904,all of this unpleasantness,1
6299,251,beautifully sung holiday carol,3
130219,7012,I have a new favorite musical --,4
7269,297,"While maintaining the appearance of clinical objectivity , this sad , occasionally horrifying but often inspiring film is among Wiseman 's warmest .",4
111234,5898,it should have ditched the artsy pretensions and revelled in the entertaining shallows .,1
134145,7239,is more depressing than entertaining,0
22843,1034,inconsistent,1
111205,5895,is one of the year 's best films .,4
78447,4034,would go back and choose to skip it .,0
45164,2194,"stands still in more ways that one in Clockstoppers , a sci-fi thriller as lazy as it is interminable .",1
71584,3652,"most audacious ,",3
133751,7217,"The story , touching though it is , does not quite have enough emotional resonance or variety of incident to sustain a feature ,",1
70393,3588,Clockstoppers if you have nothing better to do with 94 minutes,0
77326,3977,"the dark , challenging tune",3
45782,2225,Hungry-Man portions of bad,0
30540,1419,be a monster movie for the art-house crowd,2
136192,7361,careless and unfocused,0
65602,3324,for a romantic comedy,2
126772,6815,the waves,2
117788,6289,a delightful comedy centering on food,4
150465,8198,sleazy and fun,3
35516,1672,suitably anonymous chiller,3
91190,4744,This gorgeous epic is guaranteed to lift the spirits of the whole family .,4
22390,1010,Stone,2
109164,5781,"Though intrepid in exploring an attraction that crosses sexual identity , Ozpetek falls short in showing us Antonia 's true emotions ... But",1
57540,2903,"is a searing album of remembrance from those who , having survived , suffered most .",3
12618,542,the most of its own ironic implications,2
29982,1390,it 's never too late to learn,2
143990,7816,the Olympus of the art world,3
91060,4736,appealing as Pumpkin,2
33200,1556,its abrupt drop in IQ points as it races to the finish line proves simply too discouraging to let slide,0
76420,3926,", My Big Fat Greek Wedding is a non-stop funny feast of warmth , colour and cringe .",4
94304,4922,dreamed up such blatant and sickening product placement,1
142164,7713,A very good film,4
124256,6672,have read ` seeking anyone with acting ambition but no sense of pride or shame,1
45491,2211,"relies on toilet humor , ethnic slurs .",0
100157,5255,truly awful,0
95580,4991,A poignant comedy that offers food for,3
19128,839,"Definitely a crowd-pleaser , but then , so was the Roman Colosseum .",3
56673,2848,You 'd be hard put to find a movie character more unattractive or odorous -LRB- than Leon -RRB- .,1
121205,6490,"The story has its redundancies , and",1
14651,631,last few cloying moments,2
111082,5887,comes closer to the failure of the third Revenge of the Nerds sequel,0
12083,518,worse,1
79473,4093,"irritating -LRB- at least to this Western ear -RRB- ,",0
145530,7911,were sending up .,2
13815,595,charming and evoking,4
42299,2038,"This charming , thought-provoking New York fest of life and love has its rewards .",4
82418,4255,a trace,2
21100,944,mind all that ; the boobs are fantasti,2
5100,199,a superior horror flick,3
53873,2674,"that bears more than a whiff of exploitation , despite Iwai 's vaunted empathy",1
129789,6985,the insipid script,0
88540,4600,whether compromise is the death of self ... this Orgasm -LRB- wo n't be an -RRB- exceedingly memorable one for most people,0
81362,4193,Island locations,2
148836,8097,mediocre special effects,1
107040,5654,plummets into a comedy graveyard,0
130993,7060,skidding,1
103665,5467,entertaining and informative,4
21607,966,swallow thanks to remarkable performances,3
117226,6255,Kung Pow seems like some futile concoction that was developed hastily after Oedekerk and his fellow moviemakers got through crashing a college keg party,0
77646,3993,"All leather pants & augmented boobs , Hawn is hilarious as she tries to resuscitate the fun-loving libertine lost somewhere inside the conservative , handbag-clutching Sarandon .",3
1049,38,script error,1
58604,2952,start looking good,3
148116,8061,"gut-wrenching , frightening war scenes",2
28386,1312,"keen eye ,",3
104501,5515,The picture emerges as a surprisingly anemic disappointment .,0
4169,157,capability to soothe and break your heart with a single stroke,3
5085,198,smug self-satisfaction,0
50297,2473,what we have here is a load of clams left in the broiling sun for a good three days,0
122058,6542,an insular world,2
54783,2728,delicate balance,3
83955,4338,ca n't rescue Adrian Lyne 's Unfaithful from its sleazy moralizing .,0
67416,3422,Derailed by bad writing,0
148562,8083,waters it,2
9066,379,stumbles over every cheap trick in the book trying to make the outrage,1
19079,836,season,3
51422,2532,"where uptight , middle class bores like Antonia can feel good about themselves",1
196,6,midlife crisis,1
22310,1004,"None of this is very original , and",0
4866,187,of corny dialogue and preposterous moments,0
112222,5959,A terrifically entertaining specimen of Spielbergian,4
90514,4711,makes its message resonate,3
148992,8107,when it should be most in the mind of the killer,2
38397,1828,its reliance on formula,2
142357,7724,Cinematic poetry,4
28112,1291,"crass , jaded movie types",1
98055,5136,superhero,3
122920,6594,the actors pick up the slack,3
11909,511,seem disappointing in its generalities,0
9310,388,rank as three of the most multilayered and sympathetic female characters of the year,4
31724,1487,"These characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and I 'm all for that",4
32577,1528,allows a gawky actor like Spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range .,3
48023,2342,"oppressive , right-wing , propriety-obsessed family",2
139471,7566,has become one of our best actors,4
65288,3305,"done , so primitive in technique , that it ca n't really be called animation",1
11167,480,Intelligent and moving .,4
71246,3635,serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration,0
142755,7747,a first-rate cast,4
67623,3433,"very funny , very enjoyable ...",4
96852,5061,real magic,3
33652,1579,Oddly compelling,3
6302,251,holiday carol,3
43055,2078,"carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy",0
100546,5276,the better drug-related pictures,2
50753,2496,cleaving to a narrative arc,2
74113,3794,"to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas",0
54719,2723,get paid enough to sit through crap like this,0
50689,2493,", Ryan Gosling -LRB- Murder By Numbers -RRB- delivers a magnetic performance .",4
45360,2205,"of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface",3
93529,4876,me wonder if Lawrence hates criticism so much that he refuses to evaluate his own work,0
125646,6750,scenes brim,3
81987,4229,understand her choices,3
47003,2290,combined with stunning animation .,4
141626,7684,very little story or character,0
49315,2413,own appearance,2
107576,5685,of those movies barely registering a blip on the radar screen of 2002,2
87566,4545,These people are really going to love The Piano Teacher .,4
151869,8287,"In its treatment of the dehumanizing and ego-destroying process of unemployment , Time Out offers an exploration that is more accurate than anything I have seen in an American film .",3
5614,223,TV 's,2
128937,6934,"If you 're not deeply touched by this movie , check your pulse .",4
13382,576,Fans of so-bad-they 're - good cinema may find some fun in this jumbled mess,2
86527,4480,he represents Bartleby 's main overall flaw .,2
22272,1002,An incredibly irritating comedy,0
46210,2249,Catherine Breillat 's,2
31828,1491,undercut,1
42718,2062,a best-selling writer of self-help books who ca n't help herself,1
37015,1753,juiced with enough energy and excitement for at least three films,4
109259,5785,got into the editing room,2
101623,5348,"Flat , misguided comedy",0
41531,2000,"The kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away .",4
151474,8260,"madness ,",2
99874,5240,returned,2
49794,2441,ranks as the most original in years .,4
93205,4859,'s plenty to offend everyone ...,0
5781,229,the sizzle,2
79620,4099,"that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance",0
112171,5956,"over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference",0
35103,1650,done a fine job of updating White 's dry wit to a new age,4
142469,7730,"deceptively simple ,",3
89795,4673,an unbalanced mixture of graphic combat footage and almost saccharine domestic interludes that are pure Hollywood,1
51352,2528,wallet,2
79270,4082,is visually dazzling,4
22542,1020,", there is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .",4
17652,764,accomplishes,3
50218,2469,"Peter Jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime Tolkien fan or a movie-going neophyte could want .",4
19149,840,Behind the Music special,2
10166,426,Crudup 's anchoring performance,3
83021,4285,there 's no place for this story to go but down,1
116717,6224,"is that its protagonist , after being an object of intense scrutiny for 104 minutes , remains a complete blank",0
59654,3010,It 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over,0
116963,6239,much to our dismay,1
84582,4376,listless sci-fi,1
102116,5374,of Sight,2
131526,7087,the most genuinely sweet films,4
16327,703,", Scratch is great fun , full of the kind of energy it 's documenting .",3
91409,4755,a few nice twists in a standard plot,3
68158,3460,shrewd enough to activate girlish tear ducts does n't mean it 's good enough for our girls,1
91064,4737,with all its botches,1
139922,7590,sketchy but nevertheless,1
115320,6142,at some of the unsung heroes of 20th century,2
130726,7043,"If it 's unnerving suspense you 're after -- you 'll find it with Ring , an indisputably spooky film ; with a screenplay to die for",4
91285,4749,see this piece of crap,0
113342,6023,'s because Panic Room is interested in nothing more than sucking you in ... and making you sweat,2
25114,1148,tougher time,2
27535,1266,intelligently,3
32929,1542,explore its principal characters,2
35318,1660,vignettes which only prove that ` zany ' does n't necessarily mean ` funny,0
25751,1176,it a comic book with soul,3
81595,4208,a satisfying well-made romantic comedy that 's both charming and well acted,4
10758,457,win any Academy Awards,3
27008,1241,"Maelstrom is strange and compelling , engrossing and different ,",4
28424,1314,gorgeous visuals,4
145394,7900,granted,2
17109,743,"With all the sympathy , empathy and pity fogging up the screen ... His Secret Life enters the land of unintentional melodrama and tiresome love triangles .",1
69109,3509,huge mess,0
34259,1609,in light of his recent death,2
48464,2368,tried hard,3
149691,8148,each and every one of Abagnale 's antics,2
62037,3137,It 's sweet and fluffy at the time,4
83373,4305,After Next spreads them pretty thin,3
110075,5829,"Thirteen Conversations About One Thing , for all its generosity and optimism ,",3
131989,7115,"Nothing but one relentlessly depressing situation after another for its entire running time , something that you could easily be dealing with right now in your lives .",1
39124,1867,"is far from disappointing ,",3
49808,2442,a shock-you-into-laughter intensity of almost Dadaist proportions,4
82255,4245,is an impossible task,1
149217,8120,and Mr. Fraser,2
28285,1303,a marginal thumbs,3
134216,7243,an astounding performance,4
116320,6201,are side stories,2
138495,7501,"however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .",1
81140,4180,elevates the material above pat inspirational status and,3
111538,5918,your stomach grumbling for some tasty grub,2
47213,2301,There 's surely something wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits .,0
52388,2591,stodgy,1
47258,2303,Adrien Brody -- in the title role -- helps make the film 's conclusion powerful and satisfying,4
5513,218,10th-grade,2
137628,7446,Aranda,2
21727,971,easy to make such a worthless film,0
11007,469,is deadpan,1
38837,1852,images and surround,2
72845,3720,unable to reproduce the special spark between the characters that made the first film such a delight,0
30354,1409,absurdly inappropriate ` comedy ' scenes,0
128386,6908,"13 Conversations may be a bit too enigmatic and overly ambitious to be fully successful ,",1
30450,1413,choreography,2
133772,7217,85 minutes,2
81123,4179,denying its brutality,2
89831,4675,Kids should have a stirring time at this beautifully drawn movie .,4
58877,2970,"A clumsily manufactured exploitation flick , a style-free exercise in manipulation and mayhem",0
88681,4608,While centered on the life experiences of a particular theatrical family,2
48690,2377,kill Michael Myers for good : stop buying tickets to these movies,0
109553,5804,carry the film on his admittedly broad shoulders,3
153944,8411,to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history,3
25476,1165,laughing at them,2
147997,8056,"is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story . '",0
13974,602,really funny fifteen-minute,3
56663,2847,by the very people who are intended to make it shine,2
87140,4520,", it 's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .",2
22746,1030,"charming the masses with star power , a pop-induced score and sentimental moments",3
65526,3318,lacking in chills,1
16024,688,recalling sixties ' rockumentary milestones,2
147993,8055,a lovingly rendered coffee table book,4
39620,1891,view one of Shakespeare 's better known tragedies as a dark comedy,2
119967,6416,running on hypertime in reverse,2
145851,7930,"it 's a work that , with humor , warmth , and intelligence , captures a life interestingly lived .",4
153177,8366,"It made me feel unclean , and I 'm the guy who liked There 's Something About Mary and both American Pie movies .",0
65528,3319,"Hopelessly inane , humorless and under-inspired .",0
44589,2159,demand four hankies,2
46278,2251,seems suited neither to kids or adults,0
99521,5218,only wish we could have spent more time in its world,3
132684,7153,"no rest period ,",1
39388,1881,to little insight,2
155539,8513,offers a ray of hope to the refugees able to look ahead and resist living in a past,3
133682,7211,"a lot more smarts , but just as endearing and easy to watch",3
112814,5990,overlong and not well-acted,1
111178,5893,as Roman Polanski 's The Pianist,2
104759,5532,beginnings,3
85739,4435,which is mostly a bore,1
53895,2675,as it does because -LRB- the leads -RRB- are such a companionable couple,3
73560,3760,its story was making no sense at all,0
124759,6704,Stuart and Margolo,2
45293,2203,visceral sense,3
150199,8181,are n't likely to leave a lasting impression,1
133949,7228,wildlife,3
82603,4264,a remarkable film,4
37586,1786,one that will have you at the edge of your seat for long stretches,4
37234,1768,"Special P.O.V. camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense IMAX screen .",4
140816,7638,a maker of softheaded metaphysical claptrap,0
16600,715,their hearts in the right place,3
11801,509,"I stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights .",4
53228,2641,in rapt attention,3
16853,730,can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed .,0
83610,4320,do everything he can to look like a good guy,2
42743,2063,dystopian,3
111067,5887,Tries to work in the same vein as the brilliance of Animal House but instead comes closer to the failure of the third Revenge of the Nerds sequel .,0
39222,1872,the insightful writer\/director,3
153726,8396,"until the final act ,",2
40512,1938,a real charmer,4
109272,5786,is about as humorous as watching your favorite pet get buried alive .,1
113683,6042,self-satisfied,2
70595,3599,wastes its time on mood rather than riding with the inherent absurdity of Ganesh 's rise up the social ladder .,1
69977,3561,Its premise is smart,3
42477,2047,real strength,4
118930,6356,as the chatter of parrots raised on Oprah,1
152603,8328,"The storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and",4
109728,5814,"Like The Rugrats movies , The Wild Thornberrys Movie does n't offer much more than the series , but its emphasis on caring for animals and respecting other cultures is particularly welcome",3
126035,6771,only the most practiced curmudgeon could fail to crack a smile at,4
79733,4106,"Laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling ,",4
143491,7788,familiar Herzog tropes,2
126814,6819,"A worthwhile documentary ,",3
43622,2112,"Good performances and a realistic , non-exploitive approach make Paid in Full worth seeing .",4
67868,3446,", its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded .",0
125050,6720,Reader,2
38313,1824,"A long , dull procession of despair ,",0
115598,6160,mostly wordless,2
58335,2940,of what makes Dover Kosashvili 's outstanding feature debut so potent,4
112264,5961,but a camera,2
6542,260,films that leaps over national boundaries and celebrates universal human nature,4
22687,1027,indulges in the worst elements of all of them,0
126568,6805,"make the film more silly than scary , like some sort of Martha Stewart decorating program run amok",1
126156,6778,only obscure the message,0
151852,8286,every bit as imperious as Katzenberg 's The Prince of Egypt from 1998 .,3
157,5,Aggressive self-glorification and a manipulative whitewash .,1
9729,404,two guys yelling in your face for two hours,0
39325,1877,so hot-blooded,3
132396,7139,it is hard to conceive anyone else in their roles .,4
33282,1559,A sun-drenched masterpiece,4
105226,5556,crafted picture,3
73993,3784,this unique and entertaining twist on the classic whale 's tale,3
115005,6125,makes up for with its heart .,3
151722,8278,lives lived in a state of quiet desperation,2
33496,1571,We Went 8 Movies Ago,2
58155,2931,as pathetic as The Animal,1
7541,306,a thriller,3
9728,404,having two guys yelling in your face for two hours,0
95158,4963,counts heart as important as humor,3
85701,4433,What 's worse is that Pelosi knows it .,1
19582,859,Behind the Music episode,2
148549,8083,Sheridan had a wonderful account to work from,4
108023,5715,"A funny , triumphant , and moving documentary",4
66694,3385,"Unspeakable , of course , barely begins to describe the plot and its complications .",0
119111,6366,these women 's inner lives,2
85595,4426,much emotional impact on the characters,2
101387,5330,I 'll go out on a limb .,3
85690,4431,cesspool,0
100400,5268,Nair 's,2
126328,6790,French cinema at its best,4
43276,2090,new secretions,2
42051,2024,and engaging film,4
50782,2498,denying,1
41419,1991,"not to like about a movie with a ` children 's ' song that includes the line ` My stepdad 's not mean , he 's just adjusting '",3
59803,3016,skip the film and pick up the soundtrack,0
89399,4648,"that seems as though it was written for no one , but somehow",1
43512,2103,crime movies,2
103586,5463,what its purpose was,2
119895,6412,"that the era of the intelligent , well-made B movie is long gone",1
40263,1928,detract from the athleticism,1
